Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,New Jersey,34,Car occupant [any] injured in unspecified traffic accident,V49.9,81,54744835,0.1
,New Jersey,34,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident",V57.5,17,54744835,Unreliable
,New Jersey,34,Driver of all-terrain or other off-road motor vehicle injured in traffic accident,V86.0,12,54744835,Unreliable
,New Jersey,34,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.5,16,54744835,Unreliable
,New Jersey,34,Person injured in collision between car and heavy transport vehicle (traffic),V87.4,11,54744835,Unreliable
,New Jersey,34,Person injured in collision between other specified motor vehicles (traffic),V87.7,493,54744835,0.9
,New Jersey,34,"Person injured in unspecified motor-vehicle accident, nontraffic",V89.0,16,54744835,Unreliable
,New Jersey,34,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,1230,54744835,2.2
,New Jersey,34,"Accident to commercial fixed-wing aircraft, injuring occupant",V95.3,11,54744835,Unreliable
,New Jersey,34,Unspecified aircraft accident injuring occupant,V95.9,23,54744835,0
,New Jersey,34,Fall on same level involving ice and snow,W00,10,54744835,Unreliable
,New Jersey,34,"Fall on same level from slipping, tripping and stumbling",W01,51,54744835,0.1
,New Jersey,34,Fall involving wheelchair,W05,41,54744835,0.1
,New Jersey,34,Fall involving bed,W06,60,54744835,0.1
,New Jersey,34,Fall involving chair,W07,22,54744835,0
,New Jersey,34,Fall on and from stairs and steps,W10,714,54744835,1.3
,New Jersey,34,Fall on and from ladder,W11,83,54744835,0.2
,New Jersey,34,"Fall from, out of or through building or structure",W13,92,54744835,0.2
,New Jersey,34,Other fall from one level to another,W17,83,54744835,0.2
,New Jersey,34,Other fall on same level,W18,621,54744835,1.1
,New Jersey,34,Unspecified fall,W19,1837,54744835,3.4
,New Jersey,34,"Struck by thrown, projected or falling object",W20,74,54744835,0.1
,New Jersey,34,Striking against or struck by other objects,W22,21,54744835,0
,New Jersey,34,"Caught, crushed, jammed or pinched in or between objects",W23,10,54744835,Unreliable
,New Jersey,34,"Contact with lifting and transmission devices, not elsewhere classified",W24,15,54744835,Unreliable
,New Jersey,34,Contact with other and unspecified machinery,W31,34,54744835,0.1
,New Jersey,34,Discharge from other and unspecified firearms,W34,18,54744835,Unreliable
,New Jersey,34,Drowning and submersion while in bath-tub,W65,36,54744835,0.1
,New Jersey,34,Drowning and submersion while in swimming-pool,W67,55,54744835,0.1
,New Jersey,34,Drowning and submersion while in natural water,W69,173,54744835,0.3
,New Jersey,34,Drowning and submersion following fall into natural water,W70,33,54744835,0.1
,New Jersey,34,Other specified drowning and submersion,W73,11,54744835,Unreliable
,New Jersey,34,Unspecified drowning and submersion,W74,40,54744835,0.1
,New Jersey,34,Accidental suffocation and strangulation in bed,W75,11,54744835,Unreliable
,New Jersey,34,Other accidental hanging and strangulation,W76,20,54744835,0
,New Jersey,34,Inhalation of gastric contents,W78,62,54744835,0.1
,New Jersey,34,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,155,54744835,0.3
,New Jersey,34,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,971,54744835,1.8
,New Jersey,34,Other specified threats to breathing,W83,14,54744835,Unreliable
,New Jersey,34,Unspecified threat to breathing,W84,36,54744835,0.1
,New Jersey,34,Exposure to unspecified electric current,W87,14,54744835,Unreliable
,New Jersey,34,Exposure to uncontrolled fire in building or structure,X00,317,54744835,0.6
,New Jersey,34,Exposure to ignition of highly flammable material,X04,10,54744835,Unreliable
,New Jersey,34,Exposure to ignition or melting of other clothing and apparel,X06,17,54744835,Unreliable
,New Jersey,34,"Exposure to unspecified smoke, fire and flames",X09,30,54744835,0.1
,New Jersey,34,Contact with hot tap-water,X11,15,54744835,Unreliable
,New Jersey,34,Exposure to excessive natural heat,X30,32,54744835,0.1
,New Jersey,34,Exposure to excessive natural cold,X31,124,54744835,0.2
,New Jersey,34,Victim of cataclysmic storm,X37,15,54744835,Unreliable
,New Jersey,34,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X40,48,54744835,0.1
,New Jersey,34,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,170,54744835,0.3
,New Jersey,34,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,4017,54744835,7.3
,New Jersey,34,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,5128,54744835,9.4
,New Jersey,34,Accidental poisoning by and exposure to alcohol,X45,454,54744835,0.8
,New Jersey,34,Accidental poisoning by and exposure to other gases and vapours,X47,113,54744835,0.2
,New Jersey,34,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,17,54744835,Unreliable
,New Jersey,34,Exposure to unspecified factor causing fracture,X59.0,1378,54744835,2.5
,New Jersey,34,Exposure to unspecified factor causing other and unspecified injury,X59.9,782,54744835,1.4
,New Jersey,34,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X60,25,54744835,0
,New Jersey,34,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,106,54744835,0.2
,New Jersey,34,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,53,54744835,0.1
,New Jersey,34,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,570,54744835,1
,New Jersey,34,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X66,20,54744835,0
,New Jersey,34,Intentional self-poisoning by and exposure to other gases and vapours,X67,188,54744835,0.3
,New Jersey,34,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,X69,11,54744835,Unreliable
,New Jersey,34,"Intentional self-harm by hanging, strangulation and suffocation",X70,2224,54744835,4.1
,New Jersey,34,Intentional self-harm by drowning and submersion,X71,117,54744835,0.2
,New Jersey,34,Intentional self-harm by handgun discharge,X72,53,54744835,0.1
,New Jersey,34,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,209,54744835,0.4
,New Jersey,34,Intentional self-harm by other and unspecified firearm discharge,X74,1092,54744835,2
,New Jersey,34,"Intentional self-harm by smoke, fire and flames",X76,31,54744835,0.1
,New Jersey,34,Intentional self-harm by sharp object,X78,205,54744835,0.4
,New Jersey,34,Intentional self-harm by jumping from a high place,X80,260,54744835,0.5
,New Jersey,34,Intentional self-harm by jumping or lying before moving object,X81,152,54744835,0.3
,New Jersey,34,Intentional self-harm by crashing of motor vehicle,X82,16,54744835,Unreliable
,New Jersey,34,Intentional self-harm by other specified means,X83,15,54744835,Unreliable
,New Jersey,34,Intentional self-harm by unspecified means,X84,31,54744835,0.1
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,88,54744835,0.2
,New Jersey,34,Assault by handgun discharge,X93,14,54744835,Unreliable
,New Jersey,34,"Assault by rifle, shotgun and larger firearm discharge",X94,27,54744835,0
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,1901,54744835,3.5
,New Jersey,34,Assault by sharp object,X99,317,54744835,0.6
,New Jersey,34,Assault by bodily force,Y04,14,54744835,Unreliable
,New Jersey,34,Assault by other specified means,Y08,24,54744835,0
,New Jersey,34,Assault by unspecified means,Y09,254,54744835,0.5
,New Jersey,34,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Y11,31,54744835,0.1
,New Jersey,34,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,58,54744835,0.1
,New Jersey,34,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,131,54744835,0.2
,New Jersey,34,"Poisoning by and exposure to other gases and vapours, undetermined intent",Y17,22,54744835,0
,New Jersey,34,"Hanging, strangulation and suffocation, undetermined intent",Y20,14,54744835,Unreliable
,New Jersey,34,"Drowning and submersion, undetermined intent",Y21,55,54744835,0.1
,New Jersey,34,"Exposure to smoke, fire and flames, undetermined intent",Y26,11,54744835,Unreliable
,New Jersey,34,"Falling, jumping or pushed from a high place, undetermined intent",Y30,12,54744835,Unreliable
,New Jersey,34,"Unspecified event, undetermined intent",Y34,84,54744835,0.2
,New Jersey,34,Legal intervention involving firearm discharge,Y35.0,44,54744835,0.1
,New Jersey,34,"Drug or medicament, unspecified",Y57.9,145,54744835,0.3
,New Jersey,34,Surgical operation with transplant of whole organ,Y83.0,18,54744835,Unreliable
,New Jersey,34,Surgical operation with implant of artificial internal device,Y83.1,80,54744835,0.1
,New Jersey,34,"Surgical operation with anastomosis, bypass or graft",Y83.2,33,54744835,0.1
,New Jersey,34,Surgical operation with formation of external stoma,Y83.3,55,54744835,0.1
,New Jersey,34,Other reconstructive surgery,Y83.4,23,54744835,0
,New Jersey,34,Amputation of limb(s),Y83.5,25,54744835,0
,New Jersey,34,Removal of other organ (partial) (total),Y83.6,16,54744835,Unreliable
,New Jersey,34,Other surgical procedures,Y83.8,21,54744835,0
,New Jersey,34,"Surgical procedure, unspecified",Y83.9,126,54744835,0.2
,New Jersey,34,Kidney dialysis,Y84.1,14,54744835,Unreliable
,New Jersey,34,Urinary catheterization,Y84.6,14,54744835,Unreliable
,New Jersey,34,Other medical procedures,Y84.8,117,54744835,0.2
,New Jersey,34,Sequelae of motor-vehicle accident,Y85.0,57,54744835,0.1
,New Jersey,34,Sequelae of other accidents,Y86,163,54744835,0.3
,New Jersey,34,Sequelae of intentional self-harm,Y87.0,13,54744835,Unreliable
,New Jersey,34,Sequelae of assault,Y87.1,35,54744835,0.1
,New Jersey,34,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y88.3,30,54744835,0.1
,New York,36,Enterocolitis due to Clostridium difficile,A04.7,2829,109030099,2.6
,New York,36,Other specified bacterial intestinal infections,A04.8,45,109030099,0
,New York,36,"Bacterial intestinal infection, unspecified",A04.9,32,109030099,0
,New York,36,"Viral intestinal infection, unspecified",A08.4,22,109030099,0
,New York,36,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,206,109030099,0.2
,New York,36,Gastroenteritis and colitis of unspecified origin,A09.9,1022,109030099,0.9
,New York,36,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,109,109030099,0.1
,New York,36,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,101,109030099,0.1
,New York,36,Tuberculosis of bones and joints,A18.0,24,109030099,0
,New York,36,"Miliary tuberculosis, unspecified",A19.9,30,109030099,0
,New York,36,Pulmonary mycobacterial infection,A31.0,69,109030099,0.1
,New York,36,"Mycobacterial infection, unspecified",A31.9,13,109030099,Unreliable
,New York,36,"Meningococcaemia, unspecified",A39.4,15,109030099,Unreliable
,New York,36,"Septicaemia due to streptococcus, group D",A40.2,57,109030099,0.1
,New York,36,Septicaemia due to Streptococcus pneumoniae,A40.3,39,109030099,0
,New York,36,"Streptococcal septicaemia, unspecified",A40.9,45,109030099,0
,New York,36,Septicaemia due to Staphylococcus aureus,A41.0,299,109030099,0.3
,New York,36,Septicaemia due to unspecified staphylococcus,A41.2,104,109030099,0.1
,New York,36,Septicaemia due to anaerobes,A41.4,82,109030099,0.1
,New York,36,Septicaemia due to other Gram-negative organisms,A41.5,687,109030099,0.6
,New York,36,Other specified septicaemia,A41.8,48,109030099,0
,New York,36,"Septicaemia, unspecified",A41.9,13967,109030099,12.8
,New York,36,Legionnaires disease,A48.1,115,109030099,0.1
,New York,36,"Staphylococcal infection, unspecified",A49.0,270,109030099,0.2
,New York,36,"Streptococcal infection, unspecified",A49.1,112,109030099,0.1
,New York,36,Other bacterial infections of unspecified site,A49.8,166,109030099,0.2
,New York,36,"Bacterial infection, unspecified",A49.9,341,109030099,0.3
,New York,36,"Neurosyphilis, unspecified",A52.3,10,109030099,Unreliable
,New York,36,Creutzfeldt-Jakob disease - CJD,A81.0,156,109030099,0.1
,New York,36,Progressive multifocal leukoencephalopathy,A81.2,21,109030099,0
,New York,36,Unspecified viral encephalitis,A86,30,109030099,0
,New York,36,"Viral meningitis, unspecified",A87.9,12,109030099,Unreliable
,New York,36,West Nile fever,A92.3,27,109030099,0
,New York,36,Herpesviral encephalitis,B00.4,37,109030099,0
,New York,36,"Herpesviral infection, unspecified",B00.9,14,109030099,Unreliable
,New York,36,Disseminated zoster,B02.7,11,109030099,Unreliable
,New York,36,Zoster without complication,B02.9,31,109030099,0
,New York,36,Acute hepatitis B without delta-agent with hepatic coma,B16.2,13,109030099,Unreliable
,New York,36,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,338,109030099,0.3
,New York,36,"Acute viral hepatitis, unspecified",B17.9,17,109030099,Unreliable
,New York,36,Chronic viral hepatitis B without delta-agent,B18.1,62,109030099,0.1
,New York,36,Chronic viral hepatitis C,B18.2,3225,109030099,3
,New York,36,Unspecified viral hepatitis without hepatic coma,B19.9,20,109030099,0
,New York,36,HIV disease resulting in mycobacterial infection,B20.0,38,109030099,0
,New York,36,HIV disease resulting in other bacterial infections,B20.1,608,109030099,0.6
,New York,36,HIV disease resulting in other viral infections,B20.3,483,109030099,0.4
,New York,36,HIV disease resulting in other mycoses,B20.5,81,109030099,0.1
,New York,36,HIV disease resulting in Pneumocystis carinii pneumonia,B20.6,147,109030099,0.1
,New York,36,HIV disease resulting in multiple infections,B20.7,846,109030099,0.8
,New York,36,HIV disease resulting in other infectious and parasitic diseases,B20.8,613,109030099,0.6
,New York,36,HIV disease resulting in unspecified infectious or parasitic disease,B20.9,16,109030099,Unreliable
,New York,36,HIV disease with Kaposi sarcoma,B21.0,38,109030099,0
,New York,36,HIV disease with Burkitt lymphoma,B21.1,21,109030099,0
,New York,36,HIV disease with other types of non-Hodgkin lymphoma,B21.2,191,109030099,0.2
,New York,36,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",B21.3,41,109030099,0
,New York,36,HIV disease resulting in multiple malignant neoplasms,B21.7,17,109030099,Unreliable
,New York,36,HIV disease resulting in other malignant neoplasms,B21.8,163,109030099,0.1
,New York,36,HIV disease resulting in unspecified malignant neoplasm,B21.9,42,109030099,0
,New York,36,HIV disease resulting in encephalopathy,B22.0,72,109030099,0.1
,New York,36,HIV disease resulting in wasting syndrome,B22.2,41,109030099,0
,New York,36,HIV disease resulting in multiple diseases classified elsewhere,B22.7,467,109030099,0.4
,New York,36,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",B23.2,92,109030099,0.1
,New York,36,HIV disease resulting in other specified conditions,B23.8,918,109030099,0.8
,New York,36,Unspecified human immunodeficiency virus [HIV] disease,B24,1363,109030099,1.3
,New York,36,Cytomegaloviral pneumonitis,B25.0,13,109030099,Unreliable
,New York,36,"Cytomegaloviral disease, unspecified",B25.9,14,109030099,Unreliable
,New York,36,Viral carditis,B33.2,11,109030099,Unreliable
,New York,36,"Retrovirus infections, not elsewhere classified",B33.3,13,109030099,Unreliable
,New York,36,Other viral infections of unspecified site,B34.8,79,109030099,0.1
,New York,36,"Viral infection, unspecified",B34.9,40,109030099,0
,New York,36,Pulmonary candidiasis,B37.1,18,109030099,Unreliable
,New York,36,Candidiasis of other urogenital sites,B37.4,12,109030099,Unreliable
,New York,36,Candidal septicaemia,B37.7,84,109030099,0.1
,New York,36,"Candidiasis, unspecified",B37.9,14,109030099,Unreliable
,New York,36,Other pulmonary aspergillosis,B44.1,35,109030099,0
,New York,36,"Aspergillosis, unspecified",B44.9,18,109030099,Unreliable
,New York,36,Cerebral cryptococcosis,B45.1,20,109030099,0
,New York,36,Unspecified mycosis,B49,175,109030099,0.2
,New York,36,Pneumocystosis,B59,91,109030099,0.1
,New York,36,Sequelae of poliomyelitis,B91,35,109030099,0
,New York,36,Sequelae of other specified infectious and parasitic diseases,B94.8,204,109030099,0.2
,New York,36,Other and unspecified infectious diseases,B99,147,109030099,0.1
,New York,36,"Lip, unspecified - Malignant neoplasms",C00.9,13,109030099,Unreliable
,New York,36,Malignant neoplasm of base of tongue,C01,29,109030099,0
,New York,36,"Tongue, unspecified - Malignant neoplasms",C02.9,729,109030099,0.7
,New York,36,"Floor of mouth, unspecified - Malignant neoplasms",C04.9,25,109030099,0
,New York,36,Hard palate - Malignant neoplasms,C05.0,16,109030099,Unreliable
,New York,36,Soft palate - Malignant neoplasms,C05.1,24,109030099,0
,New York,36,"Palate, unspecified - Malignant neoplasms",C05.9,36,109030099,0
,New York,36,Cheek mucosa - Malignant neoplasms,C06.0,12,109030099,Unreliable
,New York,36,"Mouth, unspecified - Malignant neoplasms",C06.9,340,109030099,0.3
,New York,36,Malignant neoplasm of parotid gland,C07,242,109030099,0.2
,New York,36,Submandibular gland - Malignant neoplasms,C08.0,19,109030099,Unreliable
,New York,36,"Major salivary gland, unspecified - Malignant neoplasms",C08.9,112,109030099,0.1
,New York,36,"Tonsil, unspecified - Malignant neoplasms",C09.9,238,109030099,0.2
,New York,36,"Oropharynx, unspecified - Malignant neoplasms",C10.9,446,109030099,0.4
,New York,36,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,411,109030099,0.4
,New York,36,Malignant neoplasm of pyriform sinus,C12,15,109030099,Unreliable
,New York,36,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,140,109030099,0.1
,New York,36,"Pharynx, unspecified - Malignant neoplasms",C14.0,528,109030099,0.5
,New York,36,"Oesophagus, unspecified - Malignant neoplasms",C15.9,5464,109030099,5
,New York,36,Cardia - Malignant neoplasms,C16.0,302,109030099,0.3
,New York,36,"Stomach, unspecified - Malignant neoplasms",C16.9,6154,109030099,5.6
,New York,36,Duodenum - Malignant neoplasms,C17.0,376,109030099,0.3
,New York,36,Jejunum - Malignant neoplasms,C17.1,35,109030099,0
,New York,36,Ileum - Malignant neoplasms,C17.2,16,109030099,Unreliable
,New York,36,"Small intestine, unspecified - Malignant neoplasms",C17.9,183,109030099,0.2
,New York,36,Caecum - Malignant neoplasms,C18.0,147,109030099,0.1
,New York,36,Appendix - Malignant neoplasms,C18.1,324,109030099,0.3
,New York,36,Ascending colon - Malignant neoplasms,C18.2,29,109030099,0
,New York,36,Sigmoid colon - Malignant neoplasms,C18.7,111,109030099,0.1
,New York,36,"Colon, unspecified - Malignant neoplasms",C18.9,17503,109030099,16.1
,New York,36,Malignant neoplasm of rectosigmoid junction,C19,1102,109030099,1
,New York,36,Malignant neoplasm of rectum,C20,2685,109030099,2.5
,New York,36,"Anus, unspecified - Malignant neoplasms",C21.0,355,109030099,0.3
,New York,36,Anal canal - Malignant neoplasms,C21.1,11,109030099,Unreliable
,New York,36,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",C21.8,51,109030099,0
,New York,36,Liver cell carcinoma - Malignant neoplasms,C22.0,3803,109030099,3.5
,New York,36,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,2615,109030099,2.4
,New York,36,"Liver, unspecified - Malignant neoplasms",C22.9,3699,109030099,3.4
,New York,36,Malignant neoplasm of gallbladder,C23,1410,109030099,1.3
,New York,36,Extrahepatic bile duct - Malignant neoplasms,C24.0,309,109030099,0.3
,New York,36,Ampulla of Vater - Malignant neoplasms,C24.1,51,109030099,0
,New York,36,"Biliary tract, unspecified - Malignant neoplasms",C24.9,320,109030099,0.3
,New York,36,Head of pancreas - Malignant neoplasms,C25.0,36,109030099,0
,New York,36,Pancreatic duct - Malignant neoplasms,C25.3,22,109030099,0
,New York,36,Endocrine pancreas - Malignant neoplasms,C25.4,11,109030099,Unreliable
,New York,36,"Pancreas, unspecified - Malignant neoplasms",C25.9,17883,109030099,16.4
,New York,36,"Intestinal tract, part unspecified - Malignant neoplasms",C26.0,81,109030099,0.1
,New York,36,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,444,109030099,0.4
,New York,36,Nasal cavity - Malignant neoplasms,C30.0,20,109030099,0
,New York,36,Maxillary sinus - Malignant neoplasms,C31.0,56,109030099,0.1
,New York,36,"Accessory sinus, unspecified - Malignant neoplasms",C31.9,63,109030099,0.1
,New York,36,Glottis - Malignant neoplasms,C32.0,67,109030099,0.1
,New York,36,Supraglottis - Malignant neoplasms,C32.1,63,109030099,0.1
,New York,36,"Larynx, unspecified - Malignant neoplasms",C32.9,1502,109030099,1.4
,New York,36,Malignant neoplasm of trachea,C33,23,109030099,0
,New York,36,Main bronchus - Malignant neoplasms,C34.0,11,109030099,Unreliable
,New York,36,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,117,109030099,0.1
,New York,36,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,52,109030099,0
,New York,36,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55206,109030099,50.6
,New York,36,Malignant neoplasm of thymus,C37,139,109030099,0.1
,New York,36,Heart - Malignant neoplasms,C38.0,28,109030099,0
,New York,36,"Mediastinum, part unspecified - Malignant neoplasms",C38.3,43,109030099,0
,New York,36,Pleura - Malignant neoplasms,C38.4,23,109030099,0
,New York,36,Ill-defined sites within the respiratory system - Malignant neoplasms,C39.9,14,109030099,Unreliable
,New York,36,Long bones of lower limb - Malignant neoplasms,C40.2,16,109030099,Unreliable
,New York,36,Bones of skull and face - Malignant neoplasms,C41.0,19,109030099,Unreliable
,New York,36,Mandible - Malignant neoplasms,C41.1,47,109030099,0
,New York,36,Vertebral column - Malignant neoplasms,C41.2,23,109030099,0
,New York,36,"Pelvic bones, sacrum and coccyx - Malignant neoplasms",C41.4,21,109030099,0
,New York,36,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,349,109030099,0.3
,New York,36,Malignant melanoma of scalp and neck - Malignant neoplasms,C43.4,11,109030099,Unreliable
,New York,36,Malignant melanoma of trunk - Malignant neoplasms,C43.5,13,109030099,Unreliable
,New York,36,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",C43.6,13,109030099,Unreliable
,New York,36,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,17,109030099,Unreliable
,New York,36,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,2865,109030099,2.6
,New York,36,Skin of ear and external auricular canal - Malignant neoplasms,C44.2,35,109030099,0
,New York,36,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,63,109030099,0.1
,New York,36,Skin of scalp and neck - Malignant neoplasms,C44.4,342,109030099,0.3
,New York,36,Skin of trunk - Malignant neoplasms,C44.5,29,109030099,0
,New York,36,"Skin of upper limb, including shoulder - Malignant neoplasms",C44.6,18,109030099,Unreliable
,New York,36,"Skin of lower limb, including hip - Malignant neoplasms",C44.7,28,109030099,0
,New York,36,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,530,109030099,0.5
,New York,36,Mesothelioma of pleura - Malignant neoplasms,C45.0,51,109030099,0
,New York,36,Mesothelioma of peritoneum - Malignant neoplasms,C45.1,56,109030099,0.1
,New York,36,Mesothelioma of other sites - Malignant neoplasms,C45.7,88,109030099,0.1
,New York,36,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,650,109030099,0.6
,New York,36,"Kaposi sarcoma, unspecified",C46.9,30,109030099,0
,New York,36,"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms",C47.9,40,109030099,0
,New York,36,Retroperitoneum - Malignant neoplasms,C48.0,96,109030099,0.1
,New York,36,"Peritoneum, unspecified - Malignant neoplasms",C48.2,262,109030099,0.2
,New York,36,"Connective and soft tissue of head, face and neck - Malignant neoplasms",C49.0,30,109030099,0
,New York,36,"Connective and soft tissue of upper limb, including shoulder - Malignant neoplasms",C49.1,19,109030099,Unreliable
,New York,36,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,119,109030099,0.1
,New York,36,Connective and soft tissue of thorax - Malignant neoplasms,C49.3,38,109030099,0
,New York,36,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,136,109030099,0.1
,New York,36,Connective and soft tissue of pelvis - Malignant neoplasms,C49.5,40,109030099,0
,New York,36,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,1453,109030099,1.3
,New York,36,"Breast, unspecified - Malignant neoplasms",C50.9,18735,109030099,17.2
,New York,36,"Vulva, unspecified - Malignant neoplasms",C51.9,456,109030099,0.4
,New York,36,Malignant neoplasm of vagina,C52,161,109030099,0.1
,New York,36,Endocervix - Malignant neoplasms,C53.0,27,109030099,0
,New York,36,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,1956,109030099,1.8
,New York,36,Endometrium - Malignant neoplasms,C54.1,2080,109030099,1.9
,New York,36,"Corpus uteri, unspecified - Malignant neoplasms",C54.9,77,109030099,0.1
,New York,36,"Malignant neoplasm of uterus, part unspecified",C55,3347,109030099,3.1
,New York,36,Malignant neoplasm of ovary,C56,6515,109030099,6
,New York,36,Fallopian tube - Malignant neoplasms,C57.0,151,109030099,0.1
,New York,36,"Female genital organ, unspecified - Malignant neoplasms",C57.9,100,109030099,0.1
,New York,36,"Penis, unspecified - Malignant neoplasms",C60.9,136,109030099,0.1
,New York,36,Malignant neoplasm of prostate,C61,12062,109030099,11.1
,New York,36,"Testis, unspecified - Malignant neoplasms",C62.9,128,109030099,0.1
,New York,36,Scrotum - Malignant neoplasms,C63.2,14,109030099,Unreliable
,New York,36,"Male genital organ, unspecified - Malignant neoplasms",C63.9,11,109030099,Unreliable
,New York,36,"Malignant neoplasm of kidney, except renal pelvis",C64,4543,109030099,4.2
,New York,36,Malignant neoplasm of renal pelvis,C65,44,109030099,0
,New York,36,Malignant neoplasm of ureter,C66,126,109030099,0.1
,New York,36,Urachus - Malignant neoplasms,C67.7,10,109030099,Unreliable
,New York,36,"Bladder, unspecified - Malignant neoplasms",C67.9,6661,109030099,6.1
,New York,36,Urethra - Malignant neoplasms,C68.0,94,109030099,0.1
,New York,36,"Urinary organ, unspecified - Malignant neoplasms",C68.9,74,109030099,0.1
,New York,36,Ciliary body - Malignant neoplasms,C69.4,13,109030099,Unreliable
,New York,36,Lacrimal gland and duct - Malignant neoplasms,C69.5,10,109030099,Unreliable
,New York,36,"Eye, unspecified - Malignant neoplasms",C69.9,66,109030099,0.1
,New York,36,Cerebral meninges - Malignant neoplasms,C70.0,18,109030099,Unreliable
,New York,36,"Meninges, unspecified - Malignant neoplasms",C70.9,51,109030099,0
,New York,36,"Cerebrum, except lobes and ventricles - Malignant neoplasms",C71.0,43,109030099,0
,New York,36,Frontal lobe - Malignant neoplasms,C71.1,33,109030099,0
,New York,36,Temporal lobe - Malignant neoplasms,C71.2,32,109030099,0
,New York,36,Parietal lobe - Malignant neoplasms,C71.3,23,109030099,0
,New York,36,Cerebellum - Malignant neoplasms,C71.6,31,109030099,0
,New York,36,Brain stem - Malignant neoplasms,C71.7,42,109030099,0
,New York,36,"Brain, unspecified - Malignant neoplasms",C71.9,5160,109030099,4.7
,New York,36,Spinal cord - Malignant neoplasms,C72.0,11,109030099,Unreliable
,New York,36,"Central nervous system, unspecified - Malignant neoplasms",C72.9,14,109030099,Unreliable
,New York,36,Malignant neoplasm of thyroid gland,C73,881,109030099,0.8
,New York,36,Cortex of adrenal gland - Malignant neoplasms,C74.0,26,109030099,0
,New York,36,Medulla of adrenal gland - Malignant neoplasms,C74.1,19,109030099,Unreliable
,New York,36,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,133,109030099,0.1
,New York,36,Pituitary gland - Malignant neoplasms,C75.1,10,109030099,Unreliable
,New York,36,Aortic body and other paraganglia - Malignant neoplasms,C75.5,15,109030099,Unreliable
,New York,36,"Head, face and neck - Malignant neoplasms",C76.0,169,109030099,0.2
,New York,36,Thorax - Malignant neoplasms,C76.1,28,109030099,0
,New York,36,Abdomen - Malignant neoplasms,C76.2,163,109030099,0.1
